disasterNumber,region,stateNumberCode,state,countyCode,county,city,zip,projectIdentifier,propertyAction,structureType,typeOfResidency,actualAmountPaid,programFy,dateInitiallyApproved,dateApproved,dateClosed,status,programArea,title,type,numberOfProperties,numberOfRecords,damageCategory,granteeTribalIndicator,subgranteeTribalIndicator,id
1662,5,18,Indiana,179,Wells,VERA CRUZ,46714,DR-1662-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,31500,2007,2008-05-12T04:00:00.000Z,2013-06-20T04:00:00.000Z,2013-06-20T04:00:00.000Z,Closed,HMGP,,"200.3: Acquisition of Public Real Property (Structures and Land) - Riverine; 
200.5: Acquisition of Vacant Land",1,,50 - 99%,No,No,61339febc61c8f0884688c5e
1663,10,2,Alaska,20,Anchorage,ANCHORAGE,99501,DR-1663-0001-R,Seismic Retrofit,Non-residential - Public,Other (Specify in Comments),8723,2007,2008-03-06T05:00:00.000Z,2010-10-22T04:00:00.000Z,2010-10-27T04:00:00.000Z,Closed,HMGP,,205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic,2,,0 - 49%,No,No,61339fddc61c8f088467c3f0
1665,2,36,New York,7,Broome,UNION ENDWELL,13760,DR-1665-0018-R,Acquisition/Demolition,Single Family,Rental,42700,2007,2007-12-26T05:00:00.000Z,2015-06-04T04:00:00.000Z,2015-06-17T22:39:45.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467b673
1665,2,36,New York,65,Oneida,WESTMORELAND,13490,DR-1665-0020-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,172000,2007,2007-12-31T05:00:00.000Z,2015-06-04T04:00:00.000Z,2015-06-17T22:44:04.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fddc61c8f088467c415
1665,2,36,New York,7,Broome,CONKLIN,13748,DR-1665-0015-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,81000,2007,2007-12-26T05:00:00.000Z,2015-05-28T04:00:00.000Z,2015-06-17T22:40:30.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680e6f
1665,2,36,New York,7,Broome,ENDWELL,13760,DR-1665-0018-R,Acquisition/Demolition,2-4 Family,Rental,65000,2007,2007-12-26T05:00:00.000Z,2015-06-04T04:00:00.000Z,2015-06-17T22:39:45.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe6c61c8f088468530f
1671,10,53,Washington,57,Skagit,CONCRETE,98237,DR-1671-0015-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,122000,2007,2010-09-04T04:00:00.000Z,2017-04-17T04:00:00.000Z,2017-04-17T04:00:00.000Z,Closed,HMGP,,"200.1: Acquisition of Private Real Property (Structures and Land) - Riverine; 
200.7: Acquisition of Private Real Property (Structures and Land) - Erosion",1,,100%,No,No,61339fdec61c8f088467dc64
1671,10,53,Washington,53,Pierce,ORTING,98360,DR-1671-0004-R,Acquisition/Demolition,Single Family,Owner Occupied - Secondary Residence,122000,2007,2008-06-28T04:00:00.000Z,2014-01-08T05:00:00.000Z,2014-01-10T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe6c61c8f0884684aeb
1671,10,53,Washington,53,Pierce,ORTING,98360,DR-1671-0005-R,Acquisition/Demolition,Single Family,Owner Occupied - Secondary Residence,65000,2007,2008-07-12T04:00:00.000Z,2014-01-10T05:00:00.000Z,2014-01-10T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe7c61c8f0884685f94
1671,10,53,Washington,53,Pierce,ORTING,98360,DR-1671-0004-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,200000,2007,2008-06-28T04:00:00.000Z,2014-01-08T05:00:00.000Z,2014-01-10T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe9c61c8f0884686962
1674,7,31,Nebraska,55,Douglas,VALLEY,68064,DR-1674-0079-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,27000,2007,2009-04-21T04:00:00.000Z,2015-02-09T05:00:00.000Z,2015-02-10T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdbc61c8f0884679c50
1674,7,31,Nebraska,55,Douglas,VALLEY,68064,DR-1674-0079-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,18000,2007,2009-04-21T04:00:00.000Z,2015-02-09T05:00:00.000Z,2015-02-10T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fdec61c8f088467db14
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0037-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,5060,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdbc61c8f088467a043
1675,7,20,Kansas,21,Cherokee,GALENA,66739,DR-1675-0077-R,Acquisition/Demolition,Single Family,Rental,14710,2007,2008-05-02T04:00:00.000Z,2015-08-04T04:00:00.000Z,2015-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467a9b4
1675,7,20,Kansas,21,Cherokee,CHETOPA ,67336,DR-1675-0077-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,1656,2007,2008-05-02T04:00:00.000Z,2015-08-04T04:00:00.000Z,2015-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467aaeb
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Rental,30550,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467ab25
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,2220,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fdcc61c8f088467ab7c
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Rental,4373,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467abf2
1675,7,20,Kansas,133,Neosho,ERIE,66733,DR-1675-0069-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,7038,2007,2008-07-23T04:00:00.000Z,2012-04-16T04:00:00.000Z,2011-04-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467b052
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0035-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,4527,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467b0f8
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,4597,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467b559
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,5119,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467c552
1675,7,20,Kansas,21,Cherokee,CHETOPA,67336,DR-1675-0077-R,Acquisition/Demolition,Single Family,Owner Occupied - Secondary Residence,5510,2007,2008-05-02T04:00:00.000Z,2015-08-04T04:00:00.000Z,2015-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467c9a9
1675,7,20,Kansas,133,Neosho,CHANUTE,66720,DR-1675-0113-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,27433,2007,2008-10-27T04:00:00.000Z,2011-09-23T04:00:00.000Z,2011-09-07T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467cc77
1675,7,20,Kansas,133,Neosho,ERIE,66733,DR-1675-0069-R,Acquisition/Demolition,Single Family,Rental,3278,2007,2008-07-23T04:00:00.000Z,2012-04-16T04:00:00.000Z,2011-04-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467cf05
1675,7,20,Kansas,205,Wilson,NEODESHA,66757,DR-1675-0026-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,8966,2007,2007-10-25T04:00:00.000Z,2011-09-15T04:00:00.000Z,2011-01-05T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467d0aa
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,3047,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467d35c
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Non-residential - Private,Not Applicable,3221,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467d1f7
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,7962,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467d215
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,2406,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467d423
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,1,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fdec61c8f088467e8a8
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0035-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,7606,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdec61c8f088467ec60
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Rental,7617,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdec61c8f088467e988
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0036-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,3609,2007,2008-01-14T05:00:00.000Z,2013-11-04T05:00:00.000Z,2013-11-04T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdec61c8f088467ec59
1675,7,20,Kansas,133,Neosho,CHANUTE,66720,DR-1675-0113-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,21528,2007,2008-10-27T04:00:00.000Z,2011-09-23T04:00:00.000Z,2011-09-07T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdec61c8f088467ed30
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0036-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,7920,2007,2008-01-14T05:00:00.000Z,2013-11-04T05:00:00.000Z,2013-11-04T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdfc61c8f088467f067
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,12982,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdfc61c8f088467f22a
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,2859,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdfc61c8f088467f1d6
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,10422,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdfc61c8f088467f269
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0037-R,Acquisition/Demolition,Single Family,Rental,5766,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdfc61c8f088467ffab
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0036-R,Acquisition/Demolition,Single Family,Rental,1362,2007,2008-01-14T05:00:00.000Z,2013-11-04T05:00:00.000Z,2013-11-04T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680b42
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0036-R,Acquisition/Demolition,Single Family,Rental,4268,2007,2008-01-14T05:00:00.000Z,2013-11-04T05:00:00.000Z,2013-11-04T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680fc0
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Rental,5427,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846808d1
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,7716,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884681076
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,6237,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f088468108d
1675,7,20,Kansas,205,Wilson,NEODESHA,66757,DR-1675-0026-R,Acquisition/Demolition,Single Family,Rental,28619,2007,2007-10-25T04:00:00.000Z,2011-09-15T04:00:00.000Z,2011-01-05T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680c7f
1675,7,20,Kansas,133,Neosho,ERIE,66733,DR-1675-0069-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,0,2007,2008-07-23T04:00:00.000Z,2012-04-16T04:00:00.000Z,2011-04-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680dab
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0035-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,12577,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f0884680d2d
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0037-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,4026,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe2c61c8f0884681a3d
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0037-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,1850,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe2c61c8f0884681c46
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0037-R,Acquisition/Demolition,Single Family,Rental,11322,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe2c61c8f0884681c6f
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,5349,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe3c61c8f0884682639
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition of Vacant Land,Vacant Land,Not Applicable,3962,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe4c61c8f0884683071
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,6840,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe4c61c8f08846830b4
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,5018,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe4c61c8f08846830d8
1675,7,20,Kansas,125,Montgomery,COFFEYVILLE,67337,DR-1675-0078-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,4898,2007,2008-10-27T04:00:00.000Z,2014-07-01T04:00:00.000Z,2014-07-01T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884683aca
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0038-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,5551,2007,2008-01-14T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014-04-08T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684152
1675,7,20,Kansas,125,Montgomery,COFFEYVILLE,67337,DR-1675-0090-R,Acquisition/Demolition,Non-residential - Private,Other (Specify in Comments),32920,2007,2008-08-14T04:00:00.000Z,2011-08-16T04:00:00.000Z,2011-08-16T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f088468464e
1675,7,20,Kansas,205,Wilson,NEODESHA,66757,DR-1675-0026-R,Acquisition/Demolition,Single Family,Rental,3490,2007,2007-10-25T04:00:00.000Z,2011-09-15T04:00:00.000Z,2011-01-05T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684ba6
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0035-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,3075,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c50
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0035-R,Acquisition of Vacant Land,Vacant Land,Not Applicable,1,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c8a
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,10304,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684d55
1675,7,20,Kansas,133,Neosho,ERIE,66733,DR-1675-0069-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,5888,2007,2008-07-23T04:00:00.000Z,2012-04-16T04:00:00.000Z,2011-04-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684d71
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,5746,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684fae
1675,7,20,Kansas,21,Cherokee,CHETOPA,67336,DR-1675-0077-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,5796,2007,2008-05-02T04:00:00.000Z,2015-08-04T04:00:00.000Z,2015-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846860d9
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,12516,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe9c61c8f0884686dd9
1675,7,20,Kansas,1,Allen,IOLA ,66749,DR-1675-0107-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,1559,2007,2008-10-21T04:00:00.000Z,2011-05-03T04:00:00.000Z,2011-05-03T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe8c61c8f0884686769
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,2422,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe9c61c8f0884686f58
1675,7,20,Kansas,1,Allen,IOLA,66749,DR-1675-0035-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,5781,2007,2008-01-14T05:00:00.000Z,2014-01-09T05:00:00.000Z,2014-01-08T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe9c61c8f0884686b22
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,12582,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339feac61c8f0884686fba
1675,7,20,Kansas,125,Montgomery,INDEPENDENCE ,67301,DR-1675-0034-R,Acquisition/Demolition,Single Family,Rental,5456,2007,2008-02-01T05:00:00.000Z,2014-06-30T04:00:00.000Z,2014-06-30T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339feac61c8f0884687148
